pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index
4698,2,17,2,4,2,,3,4,10000,,21000,12,,7,0,7,3,5,5,1,1,7,0,7,7,4,7,,5,4,1,10,4,2,2,,2,1,2,1,2,2,2,3,4,2,4,4,5,5,1,2,2,2,4,2,4,4,1,4,3,3,4,4,3,3,4,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,9,8,8,9,9,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,3.5
1858,2,43,8,4,2,8,2,2,10000,99999,12000,1,12,1,8,1,1,10,2,4,2,4,0,,10,1,1,,7,4,2,0,5,4,1,3,,2,1,5,2,5,1,1,1,5,2,2,1,3,4,3,1,1,2,4,3,4,3,1,2,3,4,1,2,2,3,1,1,9,9,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5
988,2,54,7,4,3,7,3,,,,,,,,0,,,5,2,2,0,8,2,,10,,7,,1,,1,10,2,2,2,2,4,3,1,2,2,2,4,4,3,1,2,3,5,3,2,2,5,4,3,3,2,1,2,2,3,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4343,2,47,7,5,4,5,3,,10000,,10000,1,,1,9,3,3,5,0,10,3,2,3,,7,,3,,6,,2,0,4,2,1,4,2,1,1,5,1,5,1,1,,5,3,2,2,5,1,2,4,5,2,4,2,5,1,2,3,4,4,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
989,1,54,7,4,2,10,3,,,,,,,,5,,,0,0,10,7,0,0,,5,,3,,1,,3,0,1,1,1,5,5,5,4,1,5,,2,5,,,5,5,5,5,1,3,2,5,1,3,5,1,2,4,3,4,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
3818,2,49,7,4,3,5,3,,,,,,,,0,1,3,10,0,3,0,6,4,,6,,1,,5,,1,10,3,1,1,3,4,2,2,2,2,3,3,4,3,1,4,4,5,5,1,1,5,2,4,5,1,4,1,4,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
1857,2,38,7,5,2,7,3,,,,,,,,5,1,3,10,3,2,2,5,1,,9,,1,,2,,1,5,5,4,2,2,2,1,1,5,2,3,3,4,1,2,2,2,3,2,3,3,5,3,1,4,2,4,2,3,3,2,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
3290,2,32,8,4,4,4,3,,13000,,,2,,,3,,,8,4,1,0,8,2,,5,,,,6,,1,5,4,1,1,4,1,1,2,4,1,3,2,4,2,2,5,5,5,4,2,2,2,3,3,5,3,5,1,3,2,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
980,2,35,7,4,4,3,3,,,,,,,,3,,,8,0,0,0,4,0,,10,,7,,5,,3,8,4,3,2,3,1,1,2,1,3,3,4,4,,3,3,3,2,5,1,3,2,2,3,2,5,4,1,3,3,4,4,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4473,1,59,13,4,1,,3,,10000,,,12,,,10,3,2,8,0,10,,,3,,7,,3,,1,,3,0,4,2,1,5,2,4,2,4,2,5,1,1,2,4,3,3,3,5,1,2,2,5,1,4,5,5,1,4,1,3,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
981,1,49,7,5,4,10,3,,10000,,,1,,,5,,,7,3,4,0,3,5,,0,,,10,4,,2,0,2,3,1,5,4,5,1,4,1,3,2,3,3,3,3,5,5,2,3,3,5,4,1,5,2,2,2,3,3,2,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
3218,2,46,7,4,3,6,2,2,10000,10000,22000,9,8,9,2,9,3,8,6,8,3,5,10,9,5,4,9,,0,0,3,0,3,2,2,1,3,1,1,4,2,2,2,4,,3,5,5,2,3,2,3,4,3,3,3,3,1,4,2,2,3,4,,3,3,3,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,,,,3
3288,2,64,7,1,2,13,2,,10000,,10000,1,,1,4,,,9,4,1,1,2,0,,10,,,,5,,3,7,,2,2,3,5,4,2,5,2,4,2,2,2,4,2,3,2,4,3,4,,3,2,3,4,4,3,2,2,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3773,2,52,6,1,3,9,4,,11000,,11000,1,,2,3,,,10,10,5,0,0,3,,9,,1,,3,,2,2,2,1,2,1,3,4,1,3,4,4,1,1,3,4,4,5,1,1,5,1,4,3,2,2,1,1,5,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
943,2,19,7,1,3,17,4,,,,,,,,5,,,6,5,2,0,6,6,,5,,,,0,,1,,,1,1,2,4,5,2,2,3,4,2,2,4,5,3,,,4,1,1,4,3,2,3,2,3,1,3,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
4740,1,70,7,1,2,16,4,2,,21000,,,8,,5,,,,,,0,0,0,2,10,4,2,,4,4,2,1,,,3,4,5,5,1,,3,,1,2,2,5,2,2,4,3,3,3,4,4,2,2,4,2,4,3,2,4,3,2,3,2,2,3,3,9,9,8,9,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,1,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5
1851,2,76,7,1,2,7,3,,10000,,,2,,,,1,3,9,5,0,0,1,0,,9,,1,,3,,1,4,2,2,2,4,5,3,1,,3,,3,4,3,5,4,2,,4,2,3,4,4,1,1,4,2,3,2,2,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
942,1,56,7,1,2,17,2,,10000,,10000,9,,2,3,,,5,5,0,0,0,5,,10,,9,,4,,2,3,2,2,2,3,5,4,1,,2,5,1,2,,5,3,2,,2,2,3,4,4,2,3,4,1,4,3,4,4,4,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2315,1,50,9,1,2,17,3,,20000,,17000,12,,12,6,2,3,1,8,1,0,1,2,,5,,12,,4,,3,2,4,4,3,4,5,2,3,5,4,3,1,4,3,3,2,5,3,2,2,2,5,3,3,1,4,3,2,2,2,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
3790,1,16,6,1,3,11,4,,99999,,,,,,5,,,6,6,5,3,3,5,,2,,,12,2,,3,5,2,3,3,4,3,2,2,2,3,2,3,3,2,2,3,4,3,3,3,2,4,3,2,2,4,2,3,4,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
969,2,16,4,1,3,14,4,2,99999,13000,,,2,,,,,0,0,0,0,0,0,,3,,,12,1,1,3,,,3,2,3,4,,1,2,1,4,2,2,1,4,3,2,,1,3,4,4,2,2,4,2,1,5,4,4,4,4,1,3,4,2,2,8,3,8,8,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,8,8,8,6,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,4
1133,2,27,7,1,2,17,4,,22000,,10000,3,,1,5,,,,,,,,,,8,,,,1,,,,2,2,1,3,4,4,1,2,3,5,2,1,,,3,,,2,3,,3,5,1,4,2,3,,3,3,3,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2468,2,72,7,1,2,15,2,,22000,,10000,2,,2,5,2,2,0,9,4,0,1,3,,10,,2,,5,,3,3,4,2,3,4,5,5,1,4,3,5,1,2,2,4,3,4,4,5,2,3,2,4,1,3,4,3,3,2,2,4,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
3271,1,67,7,1,4,10,1,2,14000,11000,10000,,2,9,1,,,,,,,,,9,10,4,,,5,4,1,5,,4,4,3,4,2,2,4,4,5,2,3,1,5,1,2,,5,3,3,2,5,1,3,4,3,2,3,1,4,4,1,,1,1,7,8,7,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,5,5,1,4,5,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,3.5
4148,1,82,7,1,1,15,3,,10000,,11000,2,,2,6,2,,0,10,0,0,0,0,,9,,2,,5,,3,3,,2,2,5,5,5,1,2,2,,2,2,1,5,1,2,4,4,3,2,,,2,,1,1,5,2,2,4,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2467,1,50,7,1,3,,2,2,22000,,21000,3,,3,5,2,3,,,,,,,,10,3,,,5,4,2,3,4,2,2,5,5,5,1,4,3,4,3,1,3,4,4,2,4,2,4,,,,,3,3,3,,2,3,4,4,3,4,3,2,5,9,8,8,8,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4
4147,2,75,3,1,2,20,3,,,,,,,,5,2,2,0,10,0,0,0,0,,10,,2,,4,,2,3,2,1,2,5,5,5,2,,,,1,2,1,5,2,3,,5,1,3,3,5,2,2,4,,5,1,2,4,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2359,1,63,6,1,3,13,2,3,10000,10000,11000,,2,12,5,2,3,,5,3,2,1,5,2,9,4,,,6,6,2,2,,2,3,4,5,,1,,3,5,2,2,1,5,1,4,3,4,2,3,3,5,2,4,3,1,4,3,2,4,2,1,4,2,1,7,4,8,8,8,3,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,5,5,2,4,5,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,,,,4
4146,2,72,7,1,1,8,2,,17000,,22000,2,,2,5,2,2,0,10,0,0,0,0,,10,,2,,4,,3,4,,2,3,4,5,4,1,4,3,,2,2,2,5,2,3,5,4,2,3,4,4,1,2,4,4,1,1,1,4,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1084,1,64,7,1,3,,2,,14000,,10000,9,,12,9,,,,,,,,,,8,,,,5,,3,2,3,2,2,4,,5,1,,2,5,1,1,,5,4,3,,4,3,5,2,4,3,4,,1,3,3,3,4,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3272,1,81,7,1,2,15,3,,11000,,10000,12,,12,6,,,5,5,1,0,3,5,,9,,,,5,,1,4,2,3,3,,5,5,2,,4,,2,2,4,4,2,2,3,3,4,2,,,2,1,4,1,5,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3393,2,36,7,1,2,14,3,,22000,,10000,3,,1,5,,,5,5,2,0,4,0,,8,,,,0,,2,3,,2,1,3,5,5,2,4,3,5,2,2,3,4,3,2,5,3,3,4,3,5,1,4,2,2,3,2,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2381,2,56,7,1,2,,3,,11000,,11000,,,6,,2,2,6,6,4,0,4,4,,8,,12,,5,,3,0,2,2,2,4,,4,1,2,3,,2,3,1,4,2,4,2,2,2,2,,5,1,3,4,4,2,2,2,4,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
3801,1,16,4,1,4,16,4,3,10000,12000,22000,,1,,,,,6,3,3,0,4,1,1,8,4,,,3,4,1,5,4,1,2,4,5,1,3,1,1,4,2,1,3,5,5,5,4,2,3,3,3,3,2,3,3,4,1,3,4,4,4,3,3,4,2,4,2,9,8,1,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,8,8,8,7,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,4,5,3,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,4.5
2945,2,61,8,1,2,15,2,,11000,,22000,12,,2,5,6,2,2,2,0,0,9,2,,10,,6,,5,,1,10,2,3,1,3,4,4,2,1,2,4,3,3,2,5,4,4,4,5,3,4,,4,2,3,4,4,2,2,2,4,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
3284,1,66,7,1,2,16,2,2,10000,11000,77777,2,12,1,,,,0,0,0,0,0,0,2,0,4,,,6,3,3,2,5,1,2,3,5,5,1,1,2,,1,2,3,4,2,4,4,2,,3,,5,2,3,4,2,,3,3,4,3,3,4,2,2,5,2,8,8,8,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,8,8,9,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,5,5,3,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,4.5
932,1,54,7,1,2,15,2,3,22000,10000,77777,3,3,2,7,,,5,5,0,1,0,3,,10,2,,,4,5,3,4,2,2,3,3,5,4,1,4,3,,2,2,,5,1,3,,4,3,4,3,5,1,2,,1,,3,1,3,4,,,1,2,2,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,8,8,8,2,8,8,8,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,,,,4
2447,2,75,3,1,4,4,3,,21000,,11000,1,,2,,2,,0,6,0,0,0,0,,9,,2,,3,,3,3,,,2,,5,5,1,,3,,2,2,,4,4,,4,4,2,2,4,4,1,3,4,2,4,4,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1085,2,73,3,1,3,14,3,,12000,,10000,,,1,,,,,,,,,,,10,,,,1,,3,,,3,1,,5,,1,,3,,1,2,3,5,3,4,,1,5,5,4,4,2,3,2,1,,3,4,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
923,2,53,3,1,2,13,4,1,77777,11000,12000,,1,,5,,,7,2,2,0,0,3,1,9,4,1,,1,3,2,,,3,2,3,5,4,2,2,3,,2,2,2,5,2,2,2,2,4,3,4,4,2,2,3,1,5,3,4,4,3,2,4,4,1,7,7,8,8,8,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4
3283,1,64,7,1,2,18,1,1,77777,13000,,1,8,,3,,,,,,,,,9,9,4,,,6,5,1,8,3,2,2,3,5,5,2,2,3,,2,2,1,5,3,4,2,2,4,4,,5,1,2,4,,2,1,2,3,1,1,3,2,1,7,8,2,1,8,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,8,2,8,7,2,1,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,4,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,4
4695,1,68,7,1,3,8,2,,22000,,11000,7,,7,3,7,1,4,3,0,0,0,0,,10,,7,,6,,2,2,5,1,2,,5,3,1,2,2,4,1,1,4,5,5,5,5,3,2,4,1,2,2,3,4,2,3,2,2,,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
937,1,30,7,1,1,19,3,2,14000,11000,,,3,,,,,7,3,0,,0,5,8,10,4,1,,2,1,3,,2,3,2,5,5,2,2,3,2,,1,3,2,4,4,2,2,2,3,3,,4,1,3,3,3,2,3,2,3,4,2,4,3,3,9,8,2,1,8,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8,8,8,5,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4
3392,1,33,9,1,1,19,2,,,,,,,,3,,,3,4,1,1,6,1,,9,,,,5,,1,8,2,2,3,4,5,1,2,4,2,3,3,2,1,2,4,5,3,2,2,5,3,3,1,3,4,3,2,2,2,2,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
970,1,45,7,1,3,12,1,1,10000,12000,12000,12,12,12,2,,,0,0,0,0,0,5,,5,3,12,,6,5,2,3,,2,2,,4,2,1,2,3,5,1,2,2,5,1,5,4,5,,4,3,5,2,4,2,1,4,2,1,1,2,2,,2,2,3,5,3,1,3,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,5,3,3,6,3,1,8,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,4,5,1,3,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,4.5
1833,1,78,7,1,2,19,3,,10000,,10000,,,,5,1,3,8,0,0,0,0,0,,10,,1,,2,,2,1,,3,3,4,5,4,1,4,3,,1,2,4,5,1,2,,1,4,2,4,4,,1,4,1,4,3,4,4,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
3908,1,48,8,1,1,15,1,2,10000,10000,10000,1,1,1,2,1,1,8,1,0,0,5,0,1,8,4,1,,5,4,1,7,5,1,3,2,5,1,3,1,1,3,1,2,1,5,5,5,5,4,1,2,3,4,1,3,5,5,1,1,2,1,4,1,2,2,2,4,2,1,1,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5
2358,1,57,6,1,3,5,3,,21000,,,,,,,2,3,0,1,0,0,0,0,,0,,,12,3,,3,5,2,3,,4,,2,2,3,3,,1,2,,5,3,3,3,1,3,2,4,5,1,4,,1,4,4,3,4,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
502,1,30,9,2,2,17,1,2,12000,12000,11000,5,9,5,8,5,2,3,3,0,10,3,7,9,9,4,5,,7,6,1,4,2,3,4,5,5,4,1,2,2,4,1,2,2,4,3,3,2,5,2,3,3,3,1,2,5,4,2,1,1,2,2,2,2,2,2,4,4,9,9,9,9,9,9,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,2,4,9,8,8,5,8,9,8,0,1,0,0,0,0,0,0,0,0,0,0,5,4,5,4,5,2,4,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,1,1,4.5
3932,2,85,3,1,2,4,2,,12000,,99999,1,,3,2,1,2,10,0,1,1,1,1,,1,,,1,5,,2,1,3,2,2,5,4,5,1,3,3,4,1,1,,5,4,4,5,2,3,4,3,5,2,4,1,2,3,1,4,4,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3209,2,57,6,1,3,5,3,1,12000,13000,11000,9,12,,7,9,2,6,0,0,9,7,8,5,10,4,5,,6,6,3,2,4,4,5,5,5,5,1,4,1,3,1,3,3,4,1,2,2,2,3,1,1,1,4,1,5,3,1,1,1,3,3,3,1,2,3,9,9,3,9,8,8,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,1,8,7,8,1,8,0,0,0,0,0,0,0,0,0,1,0,0,5,2,5,5,5,2,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,1,4
3780,2,16,4,1,1,,3,,11000,,11000,3,,1,5,,,6,4,8,3,0,1,,8,,3,,3,,3,3,5,1,1,1,4,1,1,5,2,5,1,4,3,3,5,5,1,2,5,5,3,3,2,1,1,5,1,3,4,1,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
4207,2,23,7,1,3,16,1,2,13000,11000,22000,12,2,2,6,2,2,3,7,5,6,1,3,2,9,4,2,,5,5,1,5,3,2,2,1,3,2,1,3,3,3,4,3,,4,3,2,2,2,1,3,3,3,3,3,4,5,1,2,1,2,3,,2,2,1,5,5,9,9,8,9,8,9,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,9,9,8,8,7,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,4,4,5,5,5,2,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,1,,2.5
126,2,70,3,1,4,6,4,3,21000,21000,12000,12,12,12,10,,,0,0,0,4,0,0,12,1,4,,5,2,3,2,0,1,1,1,1,1,1,1,1,1,3,1,1,,4,5,5,1,1,4,1,2,4,1,1,5,3,1,1,2,3,3,,,4,1,7,8,8,7,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5
